id,title,titlePinyin,titleEnglish,notBefore,notAfter,dzt_date
KR3a0033,程氏家塾讀書分年日程,Chéngshì jiāshú dúshū fēnnián rìchéng,Schedule of Reading by Year for the Chéng Family School,1300,1345,
KR3a0034,公是弟子記,Gōngshì dìzǐ jì,Records of the Disciples of Master Gōngshì,1046,1068,
KR3a0035,節孝語錄,Jiéxiào yǔlù,Recorded Sayings of Master Jié-xiào,1086,1097,
KR3a0036,儒言,Rú yán,Confucian Words,1112,1112,
KR3a0037,童蒙訓,Tóngméng xùn,Instructions for the Young,1110,1136,
KR3a0038,省心雜言,Shěngxīn záyán,Miscellaneous Words for Examining the Heart-Mind,1100,1170,
KR3a0039,上蔡語錄,Shàngcài yǔlù,Recorded Sayings of Master Shàng-cài,1090,1168,
KR3a0040,袁氏世範,Yuánshì shì fàn,The Yuán-Family Code of Conduct,1163,1180,
KR3a0041,延平答問,Yánpíng dá wèn,Master Yán-píng's Replies to Questions,1153,1163,
KR3a0042,近思錄,Jìnsī lù,Reflections on Things at Hand,1175,1257,
KR3a0043,近思錄集註,Jìnsī lù jízhù,,1700,1736,
KR3a0044,近思錄集註,Jìnsī lù jízhù,,1740,1762,
KR3a0045,雜學辨,Zá xué biàn,Disputations against Mixed Learning,1166,1175,
KR3a0046,御定小學集註,Yùdìng Xiǎoxué jízhù,,1187,1727,
KR3a0047,朱子語類,Zhūzǐ yǔlèi,"The Recorded Sayings of Master Zhū, Classified",1170,1270,
KR3a0048,戒子通錄,Jiè zǐ tōng lù,A General Compendium for Instructing Sons,1157,1190,
KR3a0049,知言,Zhī yán,The Knowing Word,1140,1162,
KR3a0050,明本釋,Míng běn shì,"Clarifying the Foundation, with Glosses",1163,1190,
KR3a0051,少儀外傳,Shào yí wài zhuàn,,1163,1181,
KR3a0052,麗澤論說集錄,Lìzé lùn shuō jí lù,Collected Records of Discussions at the Lì-zé Academy,1175,1220,
KR3a0053,曾子全書,Zēngzǐ quánshū,Master Zēngzi — Complete Works,1195,1204,
KR3a0054,子思子全書,Zǐsīzǐ quánshū,Master Zǐsī — Complete Works,1195,1204,
KR3a0055,邇言,Ěr yán,Words at Hand,1200,1204,
KR3a0056,木鍾集,Mù zhōng jí,The Wood-Bell Collection,1200,1230,
KR3a0057,經濟文衡,Jīngjì wén héng,A Balance of the Texts on Statecraft,1190,1230,
KR3a0058,大學衍義,Dàxué yǎnyì,,1229,1234,
KR3a0059,西山讀書記,Xīshān dúshū jì,Reading Notes from West Mountain,1210,1259,
KR3a0060,心經,Xīn jīng,The Mind Classic,1220,1235,
KR3a0061,政經,Zhèng jīng,The Government Classic,1232,1235,
KR3a0062,項氏家說,Xiàngshì jiā shuō,The Xiàng-Family Discussions,1196,1206,
KR3a0063,先聖大訓,Xiānshèng dà xùn,The Great Instructions of the Former Sage,1180,1226,
KR3a0064,黃氏日抄,Huángshì rì chāo,The Huáng Family Daily Notes,1240,1281,
KR3a0065,北溪字義,Běixī zì yì,Master Běixī's Glossary of Terms,1216,1223,
KR3a0066,準齋雜說,Zhǔnzhāi zá shuō,Master Zhǔn-zhāi's Miscellaneous Discussions,1200,1244,
KR3a0067,性理羣書句解,Xìnglǐ qúnshū jùjiě,,1200,1264,
KR3a0068,東宮備覽,Dōnggōng bèilǎn,Resources for the Eastern Palace,1196,1209,
KR3a0069,孔子集語,Kǒngzǐ jí yǔ,A Collection of Confucius's Sayings,1241,1260,
KR3a0070,朱子讀書法,Zhūzǐ dúshū fǎ,Master Zhū's Method of Reading,1265,1274,
KR3a0071,家山圖書,Jiāshān túshū,Charts and Text on Domestic Ritual,1250,1320,
KR3a0072,讀書分年日程,Dúshū fēnnián rìchéng,Daily Schedule for Reading by Year,1315,1335,
KR3a0073,辨惑編,Biàn huò biān,A Compilation Distinguishing the Confusions,1341,1370,
KR3a0074,治世龜鑑,Zhìshì guī jiàn,Tortoise-Mirror for Governing the World,1352,1352,
KR3a0075,管窺外篇,Guǎnkuī wàipiān,,1350,1367,
KR3a0076,內訓,Nèi xùn,Instructions for the Inner Quarters,1405,1407,
KR3a0077,理學類編,Lǐxué lèi biān,A Topical Compilation on Principle Studies,1366,1366,
KR3a0078,性理大全書,Xìnglǐ dà quán shū,Imperial Compendium of Nature-and-Principle Studies,1414,1415,
KR3a0079,讀書錄,Dú shū lù,A Reading-Record,1421,1464,
KR3a0080,大學衍義補,Dàxué yǎnyì bǔ,,1480,1488,
KR3a0081,居業錄,Jū yè lù,Record of Diligent Practice,1460,1484,
KR3a0082,楓山語錄,Fēngshān yǔlù,The Recorded Sayings of Master Fēng-shān,1466,1521,
KR3a0083,東溪日談錄,Dōngxī rì tán lù,Daily Discussions at Dōng-xī,1481,1537,
KR3a0084,困知記,Kùnzhī jì,Records from the Difficulty of Knowing,1528,1531,
KR3a0085,讀書劄記,Dú shū zhā jì,Reading Notes,1502,1550,
KR3a0086,士翼,Shì yì,Wings for the Scholar,1505,1541,
KR3a0087,涇野子內篇,Jīngyězǐ nèi piān,Master Jīng-yě's Inner Chapters,1508,1542,
KR3a0089,周子抄釋,Zhōuzǐ chāo shì,"Selections from Master Zhōu, Annotated",1530,1542,
KR3a0090,張子抄釋,Zhāngzǐ chāo shì,"Selections from Master Zhāng, Annotated",1541,1541,
KR3a0091,二程子抄釋,ÈrChéngzǐ chāo shì,"Selections from the Two Masters Chéng, Annotated",1530,1536,
KR3a0092,朱子抄釋,Zhūzǐ chāo shì,"Selections from Master Zhū, Annotated",1536,1536,
KR3a0093,中庸衍義,Zhōng yōng yǎn yì,,1524,1538,
KR3a0094,格物通,Gé wù tōng,A Comprehensive Account of Investigating Things,1525,1528,
KR3a0095,世緯,Shì wěi,The Weft of the Times,1526,1547,
KR3a0096,呻吟語摘,Shēn yín yǔ zhāi,Selected Groanings,1592,1616,
KR3a0097,劉子遺書,Liúzǐ yíshū,The Bequeathed Writings of Master Liú,1620,1650,
KR3a0098,人譜,Rén pǔ,Genealogy of the Human,1632,1645,
KR3a0099,榕壇問業,Róng tán wèn yè,Inquiries at the Banyan Altar,1634,1636,
KR3a0100,溫氏母訓,Wēnshì mǔ xùn,The Maternal Instructions of the Wēn Family,1620,1645,
KR3a0101,御定資政要覽,Yù dìng zī zhèng yào lǎn,Imperial-Approved Essentials for Aiding Government,1655,1655,
KR3a0102,聖諭廣訓,Shèng yù guǎng xùn,Amplification of the Sacred Edicts,1724,1724,
KR3a0103,聖祖仁皇帝庭訓格言,Shèngzǔ Rénhuángdì tíngxùn gé yán,Maxims from the Court Instructions of the Sacred-Ancestor Benevolent Emperor,1722,1730,
KR3a0104,日知薈說,Rì zhī huì shuō,Daily-Knowing Gathered Discussions,1736,1782,
KR3a0105,御定孝經衍義,Yù dìng xiào jīng yǎn yì,,1656,1683,
KR3a0106,御定內則衍義,Yù dìng nèizé yǎn yì,,1656,1656,
KR3a0107,御纂性理精義,Yù zuǎn xìnglǐ jīng yì,Imperially Compiled Refined Meaning of Nature-and-Principle,1714,1715,
KR3a0108,御纂朱子全書,Yù zuǎn Zhūzǐ quán shū,Imperially Compiled Complete Works of Master Zhū,1713,1715,
KR3a0109,欽定執中成憲,Qīn dìng zhí zhōng chéng xiàn,Imperial-Sanctioned Established Standards for Holding the Mean,1728,1728,
KR3a0110,御覽經史講義,Yù lǎn jīngshǐ jiǎng yì,Imperial-Reading Lectures on Classics and Histories,1736,1761,
KR3a0111,思辨錄輯要,Sī biàn lù jí yào,The Essential Selection from the Records of Thought-and-Discrimination,1640,1707,
KR3a0112,正學隅見述,Zhèng xué yú jiàn shù,A Narration of My Cornered Glimpses of Orthodox Learning,1700,1750,
KR3a0113,雙橋隨筆,Shuāngqiáo suí bǐ,Random Notes from Twin-Bridge,1700,1750,
KR3a0114,榕村語錄,Róngcūn yǔlù,Recorded Sayings of Master Róng-cūn,1670,1740,
KR3a0115,讀朱隨筆,Dú Zhū suí bǐ,Random Notes on Reading Zhū-zǐ,1670,1692,
KR3a0116,三魚堂賸言,Sānyútáng shèng yán,Surplus Words from the Three-Fish Hall,1670,1700,
KR3a0117,松陽鈔存,Sōngyáng chāo cún,"Selections from Sōng-yáng, Preserved",1675,1692,
KR3a0118,讀書偶記,Dú shū ǒu jì,Occasional Reading-Notes,1720,1760,
KR3a0119,周生子要論,Zhōushēngzǐ yàolùn,Essential Discussions of Master Zhōushēng,220,265,
KR3a0120,杜氏體論,Dù Shǐ tǐlùn,"Discourse on the Substance (of Things), by Master Dù",220,252,
KR3a0121,王氏新書,Wáng Shǐ xīnshū,A New Book by Master Wáng,220,256,
KR3a0122,通語,Tōngyǔ,General Discourses,230,280,
KR3a0123,譙子法訓,Qiáozǐ fǎxùn,The Standards and Instructions of Master Qiáo,220,270,
KR3a0124,袁子正書,Yuánzǐ zhèngshū,The Correct Writings of Master Yuán,265,316,
KR3a0125,夏侯子新論,Xiàhóuzǐ xīnlùn,The New Discourses of Master Xiàhóu,265,291,
KR3a0126,去伐論,Qù fá lùn,Discourse on Eschewing Self-Boasting,265,316,
KR3a0127,梅子新論,Méizǐ xīnlùn,The New Discourses of Master Méi,300,350,
KR3a0128,顧子義訓,Gùzǐ yìxùn,The Instructions on Righteous Conduct by Master Gù,317,380,
KR3a0129,王子正論,Wángzǐ zhènglùn,The Correct Discourses of Master Wáng,220,256,
KR3a0130,袁子正論,Yuánzǐ zhènglùn,The Correct Discourses of Master Yuán,265,316,
KR3a0131,古今通論,Gǔjīn tōnglùn,General Discourse on Ancient and Modern (Times),265,420,
KR3a0132,庭誥,Tíng gào,Courtyard Admonitions,420,456,
KR3a0133,厲學,Lì xué,On Diligent Study,317,339,
KR3a0134,任子道論,Rénzǐ dàolùn,"On the Way, by Master Rén",220,265,
KR3a0135,唐子,Tángzǐ,Master Táng,222,280,
KR3a0136,杜氏幽求新書,Dù Shǐ yōuqiú xīnshū,Master Dù's New Book of Searching the Recondite,280,323,
KR3a0137,陸子,Lùzǐ,Master Lù,250,280,
KR3a0138,蘇子,Sūzǐ,Master Sū,317,420,
KR3a0139,少子,Shàozǐ,The Younger Master,419,503,
KR3a0140,劉氏政論,Liú Shǐ zhènglùn,The Political Discourses of Master Liú,196,221,
KR3a0141,阮子政論,Ruǎnzǐ zhènglùn,The Political Discourses of Master Ruǎn,220,265,
KR3a0142,世要論,Shìyào lùn,Discourse on the Essentials of the Age,220,249,
KR3a0143,陳子要言,Chénzǐ yàoyán,The Essential Sayings of Master Chén,222,280,
KR3a0144,蔣子萬機論,Jiǎngzǐ wànjī lùn,Master Jiǎng's Discourse on the Ten Thousand Affairs of State,220,249,
KR3a0145,篤論,Dǔ lùn,Sincere Discourse,220,252,
KR3a0146,諸葛子,Zhūgězǐ,Master Zhūgě,222,253,
KR3a0147,裴氏新言,Péi Shǐ xīnyán,The New Sayings of Master Péi,222,280,
KR3a0148,士緯,Shìwěi,The Woof-Threads of the Officer,222,280,
KR3a0149,新義,Xīnyì,New Meanings,265,420,
KR3a0150,秦子,Qínzǐ,Master Qín,265,420,
KR3a0151,時務論,Shíwù lùn,On the Pressing Tasks of the Time,220,265,
KR3a0152,化清經,Huàqīng jīng,The Classic of Transformative Purity,265,420,
KR3a0153,鄒子,Zōuzǐ,Master Zōu,265,299,
KR3a0154,干子,Gānzǐ,Master Gān,317,336,
KR3a0155,析言論,Xīyán lùn,Discourse on Distinguishing Words,317,420,
KR3a0156,文釋,Wén shì,An Explication of Letters,317,339,
KR3a0157,鑒戒象讚,Jiànjiè xiàng zàn,Encomia on Pictures Offered as Mirror-Admonitions,421,466,
KR3a0158,太元經,Tàiyuán jīng,The Classic of the Great Yuán,265,420,
KR3b,,,,,,
KR3b0001,握奇經,Wòjī jīng,The Classic of Grasping the Pivotal,950,1100,
KR3b0002,六韜,Liù tāo,The Six Sheath-Sleeves,-350,-100,
KR3b0003,孫子,Sūnzǐ,Master Sūn* — *The Art of War,-500,-380,
KR3b0004,吳子,Wúzǐ,Master Wú,-400,-378,
KR3b0005,司馬法,Sīmǎ fǎ,The Methods of the Sīmǎ,-400,-300,
KR3b0006,尉繚子,WèiLiáozǐ,Master Wèi-Liáo,-350,-200,
KR3b0007,黃石公三畧,Huángshígōng sān lüè,The Three Strategies of the Yellow-Stone Lord,-100,100,
KR3b0008,三畧直解,Sān lüè zhí jiě,"The Three Strategies, Directly Explained",1371,1371,
KR3b0009,黃石公素書,Huángshígōng sù shū,The Plain Book of the Yellow-Stone Lord,900,1100,
KR3b0010,李衞公問對,Lǐ Wèigōng wèn duì,Inquiries-and-Replies of Duke Wèi (= Lǐ Jìng),950,1080,
KR3b0011,太白陰經,Tàibái yīn jīng,The Hidden Classic of Venus (Great-White),759,770,
KR3b0012,武經總要,Wǔ jīng zǒng yào,Comprehensive Essentials of Military Classics,1038,1044,
KR3b0013,虎鈐經,Hǔ qián jīng,The Tiger-Seal Classic,1000,1000,
KR3b0014,何博士備論,Hé bóshì bèi lùn,Master Hé's Comprehensive Discourses,1082,1090,
KR3b0015,守城錄,Shǒu chéng lù,Records of Defending Cities,1130,1141,
KR3b0016,武編,Wǔ biān,Compendium of Military Affairs,1540,1560,
KR3b0017,陣紀,Zhèn jì,Records of Battle Formations,1560,1600,
KR3b0018,江南經畧,Jiāngnán jīng lüè,Strategic Survey of the Lower Yangzi,1560,1580,
KR3b0019,紀效新書,Jì xiào xīn shū,New Book of Effective Discipline,1560,1567,
KR3b0020,練兵實紀,Liàn bīng shí jì,Veritable Records of Troop Training,1568,1582,
KR3b0021,苻子,Fúzǐ,The Master Fú,380,389,
KR3b0022,十一家註孫子(孟氏注),Shíyī jiā zhù Sūnzǐ (Mèngshì zhù),The Eleven-Commentator Sūn-zǐ (Mèng's Commentary),502,557,
KR3b0023,心書,Xīnshū,Book of the Heart-Mind,960,1279,
KR3c,,,,,,
KR3c0001,管子,Guǎnzǐ,Master Guǎn,-400,-240,
KR3c0002,管子補注,Guǎnzǐ bǔ zhù,,1490,1490,
KR3c0003,鄧析子,Dèng Xīzǐ,Master Dèng Xī,-300,-100,
KR3c0004,商子,Shāngzǐ,,-350,-200,
KR3c0005,韓非子,Hán Fēizǐ,Master Hán Fēi,-260,-233,
KR3c0006,疑獄集,Yí yù jí,Collection of Difficult Cases,940,1000,
KR3c0007,折獄龜鑑,Zhé yù guī jiàn,Tortoise-Mirror for Adjudicating Cases,1131,1180,
KR3c0008,棠陰比事,Táng yīn bǐ shì,Cases Compared in the Cypress-Shadow,1196,1196,
KR3d,,,,,,
KR3d0001,齊民要術,Qí mín yào shù,Essential Techniques for the Common People,533,544,
KR3d0002,農書,Nóng shū,The Agricultural Book,1149,1149,
KR3d0003,農桑輯要,Nóngsāng jí yào,Essentials of Agriculture and Sericulture,1273,1286,
KR3d0004,農桑衣食撮要,Nóngsāng yīshí cuō yào,"Essentials of Agriculture, Sericulture, Clothing, and Food",1314,1330,
KR3d0005,農書,Nóng shū,The Agricultural Book,1295,1313,
KR3d0006,救荒本草,Jiù huāng běn cǎo,The Pharmacopoeia for Famine Relief,1406,1406,
KR3d0007,農政全書,Nóng zhèng quán shū,Complete Treatise on Agricultural Administration,1620,1639,
KR3d0008,秦西水法,Tàixī shuǐ fǎ,Hydraulic Methods of the Greater West,1612,1612,
KR3d0009,野菜博錄,Yě cài bó lù,Comprehensive Records of Wild Vegetables,1622,1622,
KR3d0010,欽定授時通考,Qīn dìng shòu shí tōng kǎo,"Imperial Comprehensive Investigation of ""Establishing the Seasons""",1737,1742,
KR3e,醫家類,Yī jiā lèi,Masters — Medicine,,,
KR3e0001,黃帝內經素問,Huángdì nèijīng Sùwèn,The Yellow Emperor's Inner Classic — Basic Questions,762,762,
KR3e0002,靈樞經,Língshū jīng,The Spirit Pivot Classic,1155,1155,
KR3e0003,王翰林集註黃帝八十一難經,Wáng Hànlín jí zhù Huángdì bāshíyī Nánjīng,The Hanlin Scholar Wáng's Collected Commentaries on the Yellow Emperor's Eighty-One Disquisitions,1300,1400,
KR3e0004,難經本義,Nánjīng běnyì,The Original Meaning of the Classic of Difficulties,1361,1366,
KR3e0005,鍼灸甲乙經,Zhēnjiǔ jiǎyǐ jīng,The A-B Classic of Acupuncture and Moxibustion,256,282,
KR3e0006,金匱要略論註,Jīnguì yàoluè lùnzhù,"The Golden-Coffer Essential Discourse, with Commentary",1671,1671,
KR3e0007,新編金匱要略方論,Xīn biān Jīnguì yàoluè fānglùn,The Newly-Compiled Golden-Coffer Essential Discourse and Prescriptions,1066,1066,
KR3e0008,傷寒論注釋,Shānghán lùn zhù shì,The Shānghán Lùn with Notes and Glosses,1127,1144,
KR3e0009,新刊王氏脈經,Xīn kān Wángshì Mài jīng,A Newly-Printed Edition of Mister Wáng's Classic of the Pulse,280,300,
KR3e0010,肘後備急方,Zhǒuhòu bèijí fāng,"Prescriptions for Emergencies, To Keep Beneath the Elbow",280,343,
KR3e0011,褚氏遺書,Chǔshì yíshū,The Bequest-Writings of Mister Chǔ,1100,1200,
KR3e0012,巢氏諸病源候總論,Cháoshì zhū bìng yuánhòu zǒnglùn,Master Cháo's General Treatise on the Origins and Symptoms of the Various Diseases,605,615,
KR3e0013,備急千金要方,Bèijí qiānjīn yàofāng,Essential Prescriptions Worth a Thousand Pieces of Gold for Every Emergency,650,659,
KR3e0014,銀海精微,Yínhǎi jīngwēi,The Subtle Essentials of the Silver Sea,1100,1300,
KR3e0015,外臺秘要方,Wàitái mìyào fāng,Secret Essential Prescriptions from the Outer Censorate,752,752,
KR3e0016,顱顖經,Lúxìn jīng,The Classic of the Skull and the Anterior Fontanelle,850,1000,
KR3e0017,銅人鍼灸經,Tóngrén zhēnjiǔ jīng,The Bronze-Man Acupuncture and Moxibustion Classic,1027,1027,
KR3e0018,明堂灸經,Míngtáng jiǔ jīng,The Hall-of-Brightness Moxibustion Classic,1100,1300,
KR3e0019,博濟方,Bójì fāng,Prescriptions for the Broad Relief of Suffering,1041,1056,
KR3e0020,蘇沈良方,SūShěn liáng fāng,The Sū-Shěn Excellent Prescriptions,1086,1100,
KR3e0021,壽親養老新書,Shòuqīn yǎnglǎo xīn shū,The New Book of Long-Life Reverence for Parents and Care for the Elderly,1085,1307,
KR3e0022,腳氣治法總要,Jiǎoqì zhìfǎ zǒngyào,A General Synopsis of Methods for Treating Leg-Qi,1078,1094,
KR3e0023,旅舍備要方,Lǚshè bèiyào fāng,Essential Prescriptions for the Traveler's Lodging,1078,1094,
KR3e0024,素問入式運氣論奧,Sùwèn rùshì yùnqì lùn'ào,An Accessible Discussion of the Profound Five-Phases-and-Six-Qi Cycles in the Sùwèn,1099,1099,
KR3e0025,傷寒微旨論,Shānghán wēizhǐ lùn,A Discussion of the Subtle Meanings of the Shānghán,1086,1086,
KR3e0026,傷寒總病論,Shānghán zǒngbìng lùn,A General Discussion of Cold-Damage Diseases,1100,1100,
KR3e0027,聖濟總錄纂要,Shèngjì zǒnglù zuǎnyào,Essentials of the Sage's Universal Records of Salvation,1111,1117,
KR3e0028,證類本草,Zhènglèi běncǎo,The Materia Medica Verified by Categorical Citations,1108,1116,
KR3e0029,重修政和經史證類備用本草,Chóngxiū Zhènghé jīngshǐ zhènglèi bèiyòng běncǎo,"The Re-edited Zhèng-hé Materia Medica, Verified by Categorical Citations from the Classics and Histories, Ready for Use",1204,1204,
KR3e0030,全生指迷方,Quánshēng zhǐmí fāng,"Prescriptions Pointing the Way Through the Maze, Preserving All Lives",1119,1125,
KR3e0031,小兒衞生總散論方,Xiǎo'ér wèishēng zǒngwēi lùn fāng,Comprehensive Subtle Discussions and Prescriptions for the Hygiene of Children,1100,1206,
KR3e0032,類證普濟本事方,Lèizhèng pǔjì běnshì fāng,Original-Case Prescriptions for the Universal Relief of Categorically-Sorted Symptoms,1133,1133,
KR3e0033,太平惠民和劑局方,Tàipíng huìmín héjì jú fāng,The Tài-píng Imperial Pharmacy's Harmonious Compounding Bureau Prescriptions,1107,1252,
KR3e0034,傳信適用方,Chuánxìn shìyòng fāng,Reliable-Transmission Practical-Use Prescriptions,1180,1180,
KR3e0035,衞濟寶書,Wèijì bǎoshū,The Treasured Book on Defending Life,1100,1170,
KR3e0036,醫說,Yī shuō,Tales of Medicine,1189,1189,
KR3e0037,鍼灸資生經,Zhēnjiǔ zīshēng jīng,The Acupuncture-and-Moxibustion Classic for the Cultivation of Life,1220,1220,
KR3e0038,婦人大全良方,Fùrén dàquán liángfāng,The Complete Excellent Prescriptions for Women,1237,1237,
KR3e0039,太醫局諸科程文格,Tàiyī jú zhūkē chéngwén gé,Examination Templates for the Various Specialties of the Imperial Medical Bureau,1191,1206,
KR3e0040,產育寶慶集,Chǎnyù bǎoqìng jí,The Treasured Auspicious Collection on Childbirth and Child-Rearing,1100,1300,
KR3e0041,三因極一病證方論,Sānyīn jíyī bìngzhèng fānglùn,Three-Cause Unified Discussion of Symptoms and Prescriptions,1174,1174,
KR3e0042,集驗背疽方,Jíyàn bèijū fāng,Tested-Effective Prescriptions for Back-and-Shoulder Furuncles,1150,1250,
KR3e0043,濟生方,Jìshēng fāng,Prescriptions for Saving Lives,1253,1267,
KR3e0044,產寶諸寶,Chǎnbǎo zhūfāng,Various Prescriptions for the Treasured Childbirth,1100,1250,
KR3e0045,仁齋直指,Rénzhāi zhízhǐ,Rénzhāi's Direct Pointers,1264,1264,
KR3e0046,急救仙方,Jíjiù xiānfāng,Immortal Prescriptions for Emergency Rescue,1100,1300,
KR3e0047,素問玄機原病式,Sùwèn xuánjī yuánbìng shì,The Profound Mechanism of the Sùwèn -- A Schema of Disease Origins,1182,1186,
